session_id,participant_code,participant_type,age_group,language,mfa_before,mfa_after,screen_lock_before,screen_lock_after,bank_limit_before,bank_limit_after,scam_quiz_score_before,scam_quiz_score_after,used_public_wifi,has_home_wifi_issues,scanned_unknown_qr,used_public_qr_for_payment,installed_unknown_apps,os_out_of_date,inserted_unknown_usb,used_public_usb_charger,shares_device_without_lock,password_reuse,has_password_manager,fell_for_social_link_or_call,risk_score_before,risk_score_after,risk_category_before,risk_category_after,date,notes
2025-11-15,P149,senior,68,en,0,1,1,1,0,1,5,5,0,0,1,0,0,1,1,0,1,1,0,0,8,5,high,medium,2025-11-15,synthetic sample row
2025-11-15,P150,student,19,en,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,10,8,high,high,2025-11-15,synthetic sample row
2025-11-15,P151,student,21,en,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,10,9,high,high,2025-11-15,synthetic sample row
2025-11-15,P152,student,27,en,0,1,0,1,0,0,1,2,1,0,0,1,1,0,1,0,0,0,0,0,10,7,high,medium,2025-11-15,synthetic sample row
2025-11-15,P153,student,21,en,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,9,7,high,medium,2025-11-15,synthetic sample row
2025-11-15,P154,student,18,en,0,1,1,1,0,0,1,3,1,0,0,1,1,0,0,1,0,0,0,0,9,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P155,student,19,en,1,1,1,1,0,0,0,3,0,0,0,1,0,0,1,1,1,0,1,0,6,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P156,student,24,en,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,8,7,high,medium,2025-11-15,synthetic sample row
2025-11-15,P157,student,19,en,1,1,1,1,0,1,3,5,1,0,0,1,1,0,0,1,0,1,1,1,7,6,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P158,student,25,en,0,1,0,1,1,1,3,5,1,1,1,0,1,1,1,1,0,1,1,1,10,8,high,high,2025-11-15,synthetic sample row
2025-11-15,P159,student,19,en,0,1,1,1,1,1,4,5,1,0,0,1,0,0,0,0,0,0,1,0,4,2,medium,low,2025-11-15,synthetic sample row
2025-11-15,P160,student,27,en,1,1,1,1,0,1,2,5,0,0,0,1,1,0,1,0,1,0,0,0,7,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P161,student,18,en,0,1,0,1,0,1,2,3,1,0,0,0,1,0,1,1,1,1,1,0,10,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P162,student,23,en,1,1,1,1,0,0,4,5,1,1,1,0,0,0,0,0,0,1,1,0,5,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P163,student,22,en,0,1,1,1,1,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,7,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P164,student,19,en,0,1,0,1,0,1,4,5,1,0,0,0,1,0,1,0,1,0,0,0,9,5,high,medium,2025-11-15,synthetic sample row
2025-11-15,P165,student,24,en,0,1,0,1,0,1,4,4,0,0,0,0,1,0,0,0,1,1,0,0,8,4,high,medium,2025-11-15,synthetic sample row
2025-11-15,P166,student,22,en,0,1,1,1,0,1,3,4,0,0,0,0,1,1,0,1,0,1,1,1,7,4,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P167,student,21,en,0,1,0,0,0,1,4,5,0,1,0,0,1,0,1,0,0,1,0,1,10,7,high,medium,2025-11-15,synthetic sample row
2025-11-15,P168,student,23,en,0,1,1,1,1,1,2,5,0,0,0,0,1,1,1,0,1,1,0,1,9,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P169,student,25,en,1,1,1,1,0,0,4,5,1,0,1,0,0,0,1,0,1,0,1,0,5,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P170,student,25,en,0,1,0,1,1,1,1,4,0,0,1,0,0,1,1,1,0,1,1,0,8,4,high,medium,2025-11-15,synthetic sample row
2025-11-15,P171,student,24,en,1,1,1,1,1,1,4,5,1,0,0,1,0,1,0,1,1,1,0,1,7,7,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P172,student,24,en,0,0,1,1,0,1,4,4,1,0,1,0,0,0,1,0,1,1,0,1,10,9,high,high,2025-11-15,synthetic sample row
2025-11-15,P173,student,20,en,0,1,0,1,1,1,4,5,1,0,0,0,0,0,1,0,0,0,1,0,5,2,medium,low,2025-11-15,synthetic sample row
2025-11-15,P174,student,23,en,0,0,0,1,0,1,4,5,1,0,1,0,1,1,1,0,1,1,1,1,10,9,high,high,2025-11-15,synthetic sample row
2025-11-15,P175,student,22,en,0,1,0,1,0,1,2,3,1,0,0,1,1,0,1,1,0,1,1,0,10,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P176,student,19,en,0,1,0,1,0,0,1,3,1,0,0,0,1,0,1,0,1,0,0,0,10,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P177,student,21,en,0,0,1,1,0,1,5,5,1,1,0,0,1,0,0,0,0,1,1,0,7,6,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P178,student,27,en,0,0,0,1,0,1,4,5,1,1,1,1,1,1,0,1,0,0,0,0,10,9,high,high,2025-11-15,synthetic sample row
2025-11-15,P179,student,21,en,1,1,1,1,0,1,5,5,1,0,0,0,0,0,0,0,1,1,1,1,5,4,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P180,student,27,en,1,1,0,1,0,1,1,3,1,0,1,0,0,1,1,0,1,0,1,0,7,4,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P181,student,26,en,0,1,1,1,0,1,3,3,0,0,0,0,1,1,1,1,1,1,0,0,9,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P182,student,25,en,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,10,8,high,high,2025-11-15,synthetic sample row
2025-11-15,P183,student,26,en,1,1,1,1,0,0,5,5,1,1,0,0,0,0,0,1,0,1,0,1,7,7,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P184,student,20,en,1,1,0,0,0,0,5,5,1,0,0,1,1,1,1,0,1,1,0,0,9,9,high,high,2025-11-15,synthetic sample row
2025-11-15,P185,student,26,en,1,1,1,1,0,0,3,4,1,1,1,0,1,1,1,0,0,1,1,0,7,7,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P186,student,27,en,0,0,1,1,0,0,3,5,0,0,0,0,1,0,1,0,0,1,0,1,8,8,high,high,2025-11-15,synthetic sample row
2025-11-15,P187,student,20,en,1,1,0,1,1,1,3,3,1,0,0,1,0,0,0,0,1,0,0,0,5,4,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P188,student,25,en,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,8,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P189,student,19,en,0,1,0,1,0,1,2,3,1,1,0,0,0,0,0,0,1,0,0,0,9,4,high,medium,2025-11-15,synthetic sample row
2025-11-15,P190,student,25,en,0,1,0,1,0,0,3,5,0,0,0,0,1,1,1,0,1,1,0,0,9,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P191,student,23,en,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,4,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P192,student,20,en,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,7,6,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P193,student,22,en,0,1,0,1,0,1,2,3,1,0,0,0,0,1,0,1,1,0,0,0,9,4,high,medium,2025-11-15,synthetic sample row
2025-11-15,P194,student,26,en,1,1,0,1,0,0,2,4,1,1,1,0,0,1,1,0,1,1,0,0,10,8,high,high,2025-11-15,synthetic sample row
2025-11-15,P195,student,23,en,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,10,7,high,medium,2025-11-15,synthetic sample row
2025-11-15,P196,student,18,en,0,1,1,1,0,1,3,5,1,1,0,1,0,1,1,0,1,1,0,0,10,7,high,medium,2025-11-15,synthetic sample row
2025-11-15,P197,student,27,en,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P198,student,23,en,0,1,0,1,0,1,0,2,1,0,0,0,0,0,1,0,0,1,1,1,9,5,high,medium,2025-11-15,synthetic sample row
2025-11-15,P199,student,27,en,0,0,1,1,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P200,student,19,en,1,1,1,1,1,1,1,4,0,0,0,1,1,0,1,0,0,1,0,1,7,6,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P201,student,21,en,1,1,1,1,1,1,3,4,0,0,0,1,1,1,1,1,1,1,0,0,7,7,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P202,student,27,en,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,9,9,high,high,2025-11-15,synthetic sample row
2025-11-15,P203,student,23,en,1,1,0,1,1,1,4,4,0,1,0,0,0,0,1,0,1,0,1,1,5,4,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P204,student,23,en,0,1,1,1,1,1,1,2,1,0,0,0,1,0,1,1,1,1,0,0,10,8,high,high,2025-11-15,synthetic sample row
2025-11-15,P205,student,20,en,0,1,0,0,1,1,2,2,1,1,0,0,0,0,0,0,1,1,0,1,10,8,high,high,2025-11-15,synthetic sample row
2025-11-15,P206,student,22,en,1,1,1,1,1,1,5,5,1,0,0,0,1,1,1,0,1,0,0,0,5,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P207,student,25,en,1,1,0,1,0,1,3,5,1,0,0,1,1,1,1,0,0,1,0,0,8,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P208,student,22,en,0,0,0,0,1,1,4,4,1,0,0,1,1,0,0,0,0,1,1,0,7,7,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P209,student,26,en,1,1,0,0,1,1,4,5,1,0,0,0,0,0,1,1,0,1,1,0,5,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P210,student,27,en,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,4,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P211,student,25,en,0,1,1,1,0,0,3,5,1,0,1,0,0,1,1,0,1,1,0,0,9,7,high,medium,2025-11-15,synthetic sample row
2025-11-15,P212,student,24,en,1,1,0,1,0,1,0,3,0,0,0,0,1,0,1,0,1,0,1,1,7,4,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P213,student,28,en,1,1,0,1,0,1,4,5,1,0,1,0,0,0,0,1,1,1,0,0,8,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P214,student,24,en,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,10,8,high,high,2025-11-15,synthetic sample row
2025-11-15,P215,student,27,en,1,1,1,1,0,1,4,5,1,0,0,1,1,1,1,0,0,1,0,0,7,6,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P216,student,27,en,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,8,5,high,medium,2025-11-15,synthetic sample row
2025-11-15,P217,student,26,en,1,1,0,1,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1,6,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P218,student,23,en,0,1,1,1,0,1,2,3,1,0,0,0,1,0,0,0,1,0,1,0,7,3,medium,low,2025-11-15,synthetic sample row
2025-11-15,P219,student,23,en,1,1,0,1,0,0,1,3,1,0,0,0,1,0,1,1,0,1,1,0,8,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P220,student,25,en,1,1,0,1,1,1,1,2,0,0,0,0,1,0,1,0,1,0,0,1,7,6,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P221,student,20,en,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,10,7,high,medium,2025-11-15,synthetic sample row
2025-11-15,P222,student,20,en,0,0,0,1,0,0,5,5,1,0,0,1,1,1,0,1,0,0,0,1,10,9,high,high,2025-11-15,synthetic sample row
2025-11-15,P223,student,20,en,0,1,1,1,0,1,5,5,1,1,0,0,1,0,0,0,0,0,1,0,6,3,medium,low,2025-11-15,synthetic sample row
2025-11-15,P224,student,22,en,0,0,1,1,0,0,2,3,1,0,0,0,0,1,0,0,1,1,1,0,7,6,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P225,student,24,en,0,0,1,1,0,0,2,2,1,1,1,1,0,1,1,0,0,1,0,1,10,10,high,high,2025-11-15,synthetic sample row
2025-11-15,P226,student,19,en,0,0,0,1,1,1,0,3,1,0,1,1,1,0,1,0,0,1,0,0,10,9,high,high,2025-11-15,synthetic sample row
2025-11-15,P227,student,21,en,1,1,1,1,1,1,3,5,1,0,0,0,1,1,1,1,1,0,0,1,7,7,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P228,student,20,en,0,0,0,0,0,1,5,5,1,0,0,1,0,1,1,0,0,0,0,1,9,8,high,high,2025-11-15,synthetic sample row
2025-11-15,P229,student,26,en,0,0,0,1,0,1,1,2,1,1,1,1,0,0,1,0,0,1,1,1,10,10,high,high,2025-11-15,synthetic sample row
2025-11-15,P230,student,18,en,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,9,9,high,high,2025-11-15,synthetic sample row
2025-11-15,P231,student,27,en,1,1,1,1,1,1,5,5,1,0,0,0,0,1,1,0,0,1,0,1,5,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P232,student,27,en,1,1,1,1,1,1,4,4,0,1,0,1,0,1,1,1,1,0,1,0,5,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P233,student,19,en,0,0,1,1,0,0,0,2,0,0,1,0,1,0,1,1,1,0,0,1,10,10,high,high,2025-11-15,synthetic sample row
2025-11-15,P234,student,20,en,1,1,0,1,0,0,0,3,0,0,0,0,1,1,0,0,0,1,1,0,5,3,medium,low,2025-11-15,synthetic sample row
2025-11-15,P235,student,24,en,1,1,0,1,0,1,5,5,0,0,0,1,1,0,1,1,1,0,0,1,9,7,high,medium,2025-11-15,synthetic sample row
2025-11-15,P236,student,24,en,1,1,1,1,0,0,5,5,0,0,0,0,1,0,0,1,0,1,0,1,6,6,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P237,student,26,en,0,0,1,1,0,1,3,3,1,1,0,1,0,0,1,0,1,0,1,0,8,7,high,medium,2025-11-15,synthetic sample row
2025-11-15,P238,student,28,en,0,1,0,0,0,0,1,2,1,1,0,1,0,0,1,1,1,1,1,1,10,10,high,high,2025-11-15,synthetic sample row
2025-11-15,P239,student,22,en,0,1,0,1,0,0,4,4,1,0,0,0,1,0,0,1,0,1,0,0,9,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P240,student,19,en,0,1,0,1,0,0,3,4,1,1,1,0,1,0,0,0,0,0,0,0,9,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P241,student,25,en,0,0,0,1,1,1,5,5,0,1,0,1,1,1,1,1,1,0,0,0,10,9,high,high,2025-11-15,synthetic sample row
2025-11-15,P242,student,22,en,0,1,0,1,0,1,0,3,1,1,0,0,1,1,1,0,1,1,0,0,10,7,high,medium,2025-11-15,synthetic sample row
2025-11-15,P243,student,24,en,0,1,1,1,1,1,2,4,1,0,0,1,0,0,0,1,1,1,0,0,9,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P244,student,23,en,1,1,0,1,0,1,4,5,1,0,1,1,1,0,1,0,0,0,1,0,7,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P245,student,20,en,1,1,0,0,1,1,5,5,1,0,0,0,0,0,1,1,0,1,0,1,7,7,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P246,student,28,en,1,1,1,1,0,1,4,5,1,0,0,1,0,0,1,0,1,0,1,0,5,4,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P247,student,24,en,0,0,1,1,0,1,4,5,1,0,0,0,1,1,0,1,1,0,1,0,7,6,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P248,student,28,en,1,1,1,1,0,1,3,3,1,1,0,0,0,0,0,1,0,1,0,1,7,6,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P249,student,22,en,0,1,1,1,0,1,5,5,1,0,0,0,1,0,1,0,0,1,0,0,8,5,high,medium,2025-11-15,synthetic sample row
2025-11-15,P250,student,25,en,0,0,0,0,1,1,4,5,1,1,1,1,1,0,0,0,0,1,0,0,10,10,high,high,2025-11-15,synthetic sample row
2025-11-15,P251,student,19,en,0,1,1,1,0,0,0,2,1,0,1,1,0,0,0,0,1,1,0,0,10,8,high,high,2025-11-15,synthetic sample row
2025-11-15,P252,student,28,en,0,0,0,0,1,1,2,5,0,0,1,0,1,0,0,0,0,1,0,1,9,8,high,high,2025-11-15,synthetic sample row
2025-11-15,P253,student,26,en,0,1,1,1,0,0,5,5,1,0,0,0,1,1,0,1,0,1,0,0,8,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P254,student,20,en,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,9,9,high,high,2025-11-15,synthetic sample row
2025-11-15,P255,student,28,en,1,1,0,1,0,0,3,4,1,0,0,1,1,0,0,1,1,0,0,0,8,7,high,medium,2025-11-15,synthetic sample row
2025-11-15,P256,student,24,en,1,1,1,1,1,1,4,5,1,0,0,0,0,1,1,1,0,1,0,0,5,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P257,student,27,en,1,1,0,1,0,1,4,4,1,1,1,1,1,1,1,0,1,0,1,0,9,7,high,medium,2025-11-15,synthetic sample row
2025-11-15,P258,student,25,en,0,0,0,0,0,1,3,5,1,0,1,0,1,0,1,1,0,1,0,0,10,10,high,high,2025-11-15,synthetic sample row
2025-11-15,P259,student,22,en,0,1,1,1,0,1,2,3,1,0,0,0,1,0,1,0,0,1,1,0,8,4,high,medium,2025-11-15,synthetic sample row
2025-11-15,P260,student,23,en,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,5,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P261,student,21,en,0,1,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,7,4,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P262,student,26,en,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,9,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P263,student,19,en,1,1,0,1,0,1,3,4,1,0,0,0,0,0,1,0,1,0,0,1,7,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P264,student,27,en,1,1,1,1,0,1,2,2,1,0,0,0,1,0,1,0,0,1,0,0,7,6,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P265,student,25,en,1,1,1,1,0,1,2,2,1,1,0,0,1,1,1,1,0,0,0,0,8,7,high,medium,2025-11-15,synthetic sample row
2025-11-15,P266,student,25,en,0,0,0,1,0,1,0,3,1,0,0,1,1,0,1,1,0,1,0,0,10,9,high,high,2025-11-15,synthetic sample row
2025-11-15,P267,student,28,en,0,0,0,1,0,1,1,4,1,0,0,0,1,0,0,0,1,0,0,0,9,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P268,student,26,en,0,1,1,1,0,0,5,5,0,0,1,0,1,1,0,0,0,1,0,0,7,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P269,student,21,en,0,1,0,1,1,1,0,3,1,0,0,0,1,0,0,0,0,1,1,0,7,3,medium,low,2025-11-15,synthetic sample row
2025-11-15,P270,student,18,en,1,1,0,1,0,1,3,5,0,0,0,0,1,1,0,0,0,0,0,1,5,3,medium,low,2025-11-15,synthetic sample row
2025-11-15,P271,student,26,en,0,0,1,1,0,1,5,5,1,0,0,0,1,1,1,1,1,0,0,0,9,8,high,high,2025-11-15,synthetic sample row
2025-11-15,P272,student,24,en,0,1,1,1,1,1,4,5,0,0,1,1,1,0,0,1,0,1,0,0,8,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P273,student,23,en,0,1,1,1,1,1,2,2,0,0,0,0,1,1,0,1,0,0,0,0,6,4,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P274,student,20,en,1,1,1,1,0,1,0,2,0,1,0,1,1,1,0,1,0,1,0,0,8,7,high,medium,2025-11-15,synthetic sample row
2025-11-15,P275,student,21,en,0,0,1,1,1,1,0,2,1,1,0,1,1,1,1,0,1,1,0,0,10,10,high,high,2025-11-15,synthetic sample row
2025-11-15,P276,student,22,en,1,1,1,1,0,0,3,3,1,1,0,1,0,1,0,0,0,0,0,0,5,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P277,student,28,en,0,1,1,1,0,1,2,5,0,0,0,0,1,0,1,1,0,1,0,0,9,5,high,medium,2025-11-15,synthetic sample row
2025-11-15,P278,student,19,en,0,1,0,1,1,1,1,2,0,0,0,0,1,0,0,0,1,1,0,0,8,5,high,medium,2025-11-15,synthetic sample row
2025-11-15,P279,student,24,en,0,0,1,1,0,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,9,8,high,high,2025-11-15,synthetic sample row
2025-11-15,P280,student,22,en,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,5,high,medium,2025-11-15,synthetic sample row
2025-11-15,P281,student,21,en,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,10,9,high,high,2025-11-15,synthetic sample row
2025-11-15,P282,student,18,en,1,1,1,1,0,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,7,7,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P283,student,18,en,1,1,1,1,1,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,4,4,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P284,student,26,en,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,5,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P285,student,24,en,1,1,0,1,1,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,6,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P286,student,20,en,0,0,0,1,0,0,2,3,1,0,0,0,1,0,0,0,0,1,1,0,8,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P287,student,21,en,0,0,0,1,0,0,2,2,1,1,0,1,1,0,1,0,0,1,0,0,10,10,high,high,2025-11-15,synthetic sample row
2025-11-15,P288,student,26,en,0,1,1,1,1,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,7,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P289,student,22,en,0,1,0,1,1,1,5,5,1,0,0,0,0,0,1,1,0,1,0,0,8,5,high,medium,2025-11-15,synthetic sample row
2025-11-15,P290,student,22,en,0,1,1,1,0,1,0,3,1,1,0,0,1,1,0,0,1,1,1,0,9,5,high,medium,2025-11-15,synthetic sample row
2025-11-15,P291,student,25,en,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,10,9,high,high,2025-11-15,synthetic sample row
2025-11-15,P292,student,28,en,0,1,1,1,0,1,3,5,1,0,0,1,0,0,0,0,0,1,0,1,8,5,high,medium,2025-11-15,synthetic sample row
2025-11-15,P293,student,23,en,1,1,0,0,0,1,4,5,1,1,0,1,0,1,0,1,0,1,0,0,8,7,high,medium,2025-11-15,synthetic sample row
2025-11-15,P294,student,24,en,0,1,1,1,0,1,4,5,1,0,0,1,1,0,0,0,0,0,0,0,7,4,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P295,student,22,en,0,0,0,0,0,0,2,4,1,0,1,0,1,1,0,1,0,0,0,0,10,9,high,high,2025-11-15,synthetic sample row
2025-11-15,P296,student,25,en,1,1,1,1,0,0,5,5,1,0,0,0,0,0,0,1,0,1,0,0,5,5,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P297,student,23,en,0,1,1,1,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,7,4,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P298,student,27,en,1,1,0,1,1,1,5,5,1,1,0,1,0,0,0,1,0,1,0,0,7,6,medium,medium,2025-11-15,synthetic sample row
2025-11-15,P299,student,20,en,0,1,1,1,0,1,4,5,1,0,0,1,1,0,0,1,1,0,1,1,9,6,high,medium,2025-11-15,synthetic sample row
2025-11-15,P300,student,25,en,0,1,0,0,0,0,2,5,1,0,0,0,1,1,1,1,0,0,0,0,10,7,high,medium,2025-11-15,synthetic sample row
